MUID,PlyUID,Experimental_Date_record,Experimental_Date_file,time ended file,time started record,run_duration,Misc. Variable 1 Value,Capoxen,Timepoint,Group,Sex,Bigroup,Weight,Researcher,Experimental_Date,time started,Rig,Start_body_temperature,Mid_body_temperature,End_body_temperature,post30_body_temperature,Room_Temp,Bar_Pres,Rotometer_Flowrate,Pump Flowrate,Calibration_Volume,Notes,Genotype,Date of Birth,Tag Number
M17870,Ply1138,4/27/2017,4/28/2017,13:06:55,10:30:00,2:36:55,PM101_DR_AD_5_Apr_2017_Hypox,Ox,5,Tg,Female,Con,40.03,Ronda,4/27/2017,10:30:00,3,36.6,,37.3,36.9,71,29.17,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,62
M17870,Ply1025,6/20/2017,6/27/2017,8:43:34,6:05:00,2:38:34,PM101_DR_AD_6_JunJul_2017_Hypercap,Cap,6,Tg,Female,Con,40.25,fred,6/27/2017,6:05:00,2,37,,37.6,37.2,68.5,29.64,95,,20,Fred forgot the vacuum pump flowrate,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,62
M17870,Ply1097,6/28/2017,6/28/2017,16:45:02,14:15:00,2:30:02,PM101_DR_AD_6_JunJul_2017_Hypox,Ox,6,Tg,Female,Con,39.94,Fred,6/28/2017,14:15:00,1,36.5,,37.7,37.8,69,29.52,95,5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,62
M17870,Ply989,9/18/2017,9/18/2017,18:04:05,16:15:00,1:49:05,PM101_DR_AD_7_Sep_2017_Hypercap,Cap,7,Tg,Female,Con,41.6,Fred,9/18/2017,16:15:00,2,37.1,,37,38,71,29.61,95,4.4,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,62
M17870,Ply976,9/22/2017,9/22/2017,12:53:30,10:57:00,1:56:30,PM101_DR_AD_7_Sep_2017_Hypox,Ox,7,Tg,Female,Con,41.43,Fred,9/22/2017,10:57:00,3,36,,36.9,38.2,68.5,29.64,95,4.7,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,62
M17870,Ply141,12/6/2017,12/6/2017,14:44:10,1:03:00,13:41:10,PM101_DR_AD_8_Dec_2017_Hypercap,Cap,8,Tg,Female,Con,43.52,Fred,12/6/2017,1:03:00,3,36.8,,37.8,37.7,72.5,29.96,95,4.8,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,62
M17870,Ply125,12/4/2017,12/4/2017,12:13:37,10:15:00,1:58:37,PM101_DR_AD_8_Dec_2017_Hypox,Ox,8,Tg,Female,Con,44.05,Fred,12/4/2017,10:15:00,2,36.9,,37.2,37.5,68.5,29.67,95,4.4,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,62
M17870,Ply1467,,,,,0:00:00,,,,Tg,Female,Con,,,,,,,,,,,,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,62
M17871,Ply1577,7/18/2016,7/18/2016,13:35:17,10:31:00,3:04:17,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Tg,Female,Con,27.12,,7/18/2016,10:31:00,,37.2,,36.9,37.5,70,29.7,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1495,7/21/2016,7/21/2016,15:14:46,12:59:00,2:15:46,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,Tg,Female,Con,27.5,,7/21/2016,12:59:00,1,38.2,,36.3,38.4,71,29.7,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1427,9/21/2016,9/21/2016,11:44:59,9:50:00,1:54:59,PM101_DR_AD_6months_OutOfDox_Hypercap,Cap,2,Tg,Female,Con,32.09,,9/21/2016,9:50:00,,37.8,,37.5,38.3,69,29.58,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1390,9/23/2016,9/23/2016,13:38:03,11:09:00,2:29:03,PM101_DR_AD_6months_OutOfDox_Hypox,Ox,2,Tg,Female,Con,30.63,,9/23/2016,11:09:00,,37.9,,36.9,38.2,69.5,29.58,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1298,12/13/2016,12/13/2016,13:23:21,12:01:00,1:22:21,PM101_DR_AD_3-9months_OutOfDox_Hypercap,Cap,3,Tg,Female,Con,34.1,,12/13/2016,12:01:00,1,36.4,,37.8,37.9,70.5,29.55,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1344,12/15/2016,12/15/2016,11:44:28,10:10:00,1:34:28,PM101_DR_AD_3-9months_OutOfDox_Hypox,Ox,3,Tg,Female,Con,33.92,Vena,12/15/2016,10:10:00,1,37.3,,37.5,38.3,70.5,29.96,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1247,2/24/2017,2/24/2017,13:32:57,11:37:00,1:55:57,PM101_DR_AD_4_Feb_2017_Hypercap,Cap,4,Tg,Female,Con,32.97,Ronda,2/24/2017,11:37:00,3,36.8,,36.5,37.5,72,29.37,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1199,3/3/2017,3/3/2017,10:04:12,8:30:00,1:34:12,PM101_DR_AD_4_Feb_2017_Hypox,Ox,4,Tg,Female,Con,34.76,Ronda,3/3/2017,8:30:00,2,36.9,,37.3,37.7,70.5,30.08,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1186,4/25/2017,4/25/2017,12:06:38,10:25:00,1:41:38,PM101_DR_AD_5_Apr_2017_Hypercap,Cap,5,Tg,Female,Con,34.53,Ronda,4/25/2017,10:25:00,3,36.3,,37.3,37.1,71.5,29.41,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1137,4/27/2017,4/28/2017,13:04:10,10:30:00,2:34:10,PM101_DR_AD_5_Apr_2017_Hypox,Ox,5,Tg,Female,Con,34.15,Ronda,4/27/2017,10:30:00,2,37.5,,37.3,37.3,71,29.14,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1066,6/26/2017,6/27/2017,8:43:13,6:50:00,1:53:13,PM101_DR_AD_6_JunJul_2017_Hypercap,Cap,6,Tg,Female,Con,36.19,Fred,6/27/2017,6:50:00,1,36.7,,37.2,37.2,68.5,29.64,95,,20,Fred forgot the vacuum pump flowrate,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply1095,6/28/2017,6/28/2017,19:10:36,16:55:00,2:15:36,PM101_DR_AD_6_JunJul_2017_Hypox,Ox,6,Tg,Female,Con,37.24,Fred,6/28/2017,16:55:00,2,37.2,,37.5,37.3,70,29.49,95,4.4,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply990,9/18/2017,9/18/2017,18:04:17,10:20:00,7:44:17,PM101_DR_AD_7_Sep_2017_Hypercap,Cap,7,Tg,Female,Con,38.99,Fred,9/18/2017,10:20:00,3,37.3,,36.5,37.7,71,29.61,95,4.7,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply977,9/22/2017,9/22/2017,15:44:47,13:30:00,2:14:47,PM101_DR_AD_7_Sep_2017_Hypox,Ox,7,Tg,Female,Con,38.88,Fred,9/22/2017,13:30:00,1,37.3,,37.8,37.1,69.5,29.61,95,5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply142,12/6/2017,12/6/2017,17:06:36,3:15:00,13:51:36,PM101_DR_AD_8_Dec_2017_Hypercap,Cap,8,Tg,Female,Con,38.47,Fred,12/6/2017,3:15:00,1,37.9,,37.3,37.9,72.5,29.96,95,5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17871,Ply126,12/4/2017,12/4/2017,12:14:01,10:18:00,1:56:01,PM101_DR_AD_8_Dec_2017_Hypox,Ox,8,Tg,Female,Con,39.45,Fred,12/4/2017,10:18:00,3,37.4,,37.4,37.9,68.5,29.67,95,4.8,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,63
M17872,Ply1578,7/18/2016,7/18/2016,13:09:10,10:28:00,2:41:10,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Tg,Male,Con,38.93,,7/18/2016,10:28:00,,36.3,,37.4,37.1,70,29.7,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,64
M17872,Ply1496,7/22/2016,7/22/2016,12:30:52,9:33:00,2:57:52,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,Tg,Male,Con,37.14,,7/22/2016,9:33:00,1,37.2,,36.9,36.8,69.5,29.64,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,64
M17874,Ply1579,7/17/2016,7/17/2016,16:47:10,14:58:00,1:49:10,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Tg,Female,Con,29.94,,7/17/2016,2:58:00,,36.9,,37.2,,71.5,29.61,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1497,7/22/2016,7/22/2016,13:25:20,10:11:00,3:14:20,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,Tg,Female,Con,30.54,,7/22/2016,10:11:00,1,36.9,,36.8,37.9,70,29.64,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1428,9/17/2016,9/17/2016,12:25:46,10:28:00,1:57:46,PM101_DR_AD_6months_OutOfDox_Hypercap,Cap,2,Tg,Female,Con,34.07,,9/17/2016,10:28:00,,37.7,,37.2,38.2,68.5,29.52,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1391,9/26/2016,9/26/2016,13:32:04,11:40:00,1:52:04,PM101_DR_AD_6months_OutOfDox_Hypox,Ox,2,Tg,Female,Con,34.76,,9/26/2016,11:40:00,,36.9,,37.4,37.8,71,29.61,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1299,12/13/2016,12/13/2016,16:59:00,15:39:00,1:20:00,PM101_DR_AD_3-9months_OutOfDox_Hypercap,Cap,3,Tg,Female,Con,36.85,,12/13/2016,3:39:00,2,37.2,,37.6,38.1,71.5,29.52,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1345,12/14/2016,12/14/2016,15:32:53,14:12:00,1:20:53,PM101_DR_AD_3-9months_OutOfDox_Hypox,Ox,3,Tg,Female,Con,36.52,Vena,12/14/2016,2:12:00,2,36.6,,38.2,38.3,71,29.7,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1274,3/10/2017,3/10/2017,12:39:01,10:45:00,1:54:01,PM101_DR_AD_4_Feb_2017_Hypercap,Cap,4,Tg,Female,Con,37.59,Ronda,3/10/2017,10:45:00,3,37.1,,36.8,37.9,71.5,29.7,95,,20,"when i put this mouse in, CO2 was still on. I removed stoppers to reintroduce room air. ",Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1218,3/23/2017,3/23/2017,10:57:55,8:30:00,2:27:55,PM101_DR_AD_4_Feb_2017_Hypox,Ox,4,Tg,Female,Con,39.4,Ronda,3/23/2017,8:30:00,3,37.2,,36.7,37.6,69,29.67,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1178,5/9/2017,5/9/2017,13:02:08,11:10:00,1:52:08,PM101_DR_AD_5_Apr_2017_Hypercap,Cap,5,Tg,Female,Con,41.71,Ronda,5/9/2017,11:10:00,2,36.7,,36.9,37.9,70,29.49,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1136,5/15/2017,5/15/2017,13:02:16,10:45:00,2:17:16,PM101_DR_AD_5_Apr_2017_Hypox,Ox,5,Tg,Female,Con,40.74,Ronda,5/15/2017,10:45:00,1,36.9,,37.4,37.7,69.5,29.43,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1041,7/5/2017,7/5/2017,10:22:09,8:20:00,2:02:09,PM101_DR_AD_6_JunJul_2017_Hypercap,Cap,6,Tg,Female,Con,41.12,fred,7/5/2017,8:20:00,2,37.9,,38,37.9,67,29.7,95,4.4,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1084,7/9/2017,7/9/2017,17:37:31,15:30:00,2:07:31,PM101_DR_AD_6_JunJul_2017_Hypox,Ox,6,Tg,Female,Con,41.65,Fred,7/9/2017,15:30:00,3,37.7,,36.7,38.3,69,29.64,95,4.7,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply1003,9/27/2017,9/27/2017,12:53:40,11:25:00,1:28:40,PM101_DR_AD_7_Sep_2017_Hypercap,Cap,7,Tg,Female,Con,45.76,Fred,9/27/2017,11:25:00,3,36.8,,36.7,37.6,68,29.58,95,4.7,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply938,9/29/2017,9/29/2017,14:40:05,12:30:00,2:10:05,PM101_DR_AD_7_Sep_2017_Hypox,Ox,7,Tg,Female,Con,45.23,Fred,9/29/2017,12:30:00,2,37.3,,37.1,37.7,69,29.67,95,4.5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply103,12/15/2017,12/15/2017,9:19:11,7:45:00,1:34:11,PM101_DR_AD_8_Dec_2017_Hypercap,Cap,8,Tg,Female,Con,38.24,Fred,12/15/2017,7:45:00,2,37.5,,37.9,37.3,73.5,29.91,95,4.5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17874,Ply169,12/13/2017,12/13/2017,15:18:50,13:27:00,1:51:50,PM101_DR_AD_8_Dec_2017_Hypox,Ox,8,Tg,Female,Con,38.39,Fred,12/13/2017,1:27:00,3,37.3,,37.4,36.6,72,29.79,95,5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,66
M17875,Ply1581,7/17/2016,,,15:01:00,,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Tg,Female,Con,30.94,,7/17/2016,3:01:00,,,,,,71.5,29.61,95,,20,not complete retry tomorrow,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1580,7/18/2016,7/18/2016,13:07:28,10:23:00,2:44:28,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Tg,Female,Con,30.34,,7/18/2016,10:23:00,,37.5,,37.4,38.1,69.5,29.7,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1498,7/22/2016,7/22/2016,12:30:16,10:13:00,2:17:16,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,Tg,Female,Con,30.94,,7/22/2016,10:13:00,1,37.5,,37.1,37.9,70,29.64,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1429,9/17/2016,9/17/2016,12:25:16,10:27:00,1:58:16,PM101_DR_AD_6months_OutOfDox_Hypercap,Cap,2,Tg,Female,Con,36.87,,9/17/2016,10:27:00,,37.5,,37.4,38.2,68,29.52,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1392,9/26/2016,9/26/2016,13:32:33,11:42:00,1:50:33,PM101_DR_AD_6months_OutOfDox_Hypox,Ox,2,Tg,Female,Con,37.11,,9/26/2016,11:42:00,,37.5,,37.2,37.9,71,29.61,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1300,12/13/2016,12/13/2016,16:59:25,15:40:00,1:19:25,PM101_DR_AD_3-9months_OutOfDox_Hypercap,Cap,3,Tg,Female,Con,39.92,,12/13/2016,3:40:00,1,37.4,,36.9,38,71.5,29.52,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1346,12/14/2016,12/14/2016,15:33:10,14:14:00,1:19:10,PM101_DR_AD_3-9months_OutOfDox_Hypox,Ox,3,Tg,Female,Con,40.21,Vena,12/14/2016,2:14:00,1,36.7,,37.9,38.2,71,29.7,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1273,3/10/2017,3/10/2017,12:36:01,10:45:00,1:51:01,PM101_DR_AD_4_Feb_2017_Hypercap,Cap,4,Tg,Female,Con,42.82,Ronda,3/10/2017,10:45:00,2,36.5,,37.7,37.5,71.5,29.7,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1217,3/23/2017,3/23/2017,10:56:09,8:30:00,2:26:09,PM101_DR_AD_4_Feb_2017_Hypox,Ox,4,Tg,Female,Con,46.84,Ronda,3/23/2017,8:30:00,2,36.9,,37.1,36.9,69,29.67,95,,20,Jenny changed flow on flow meter because it was running low,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1177,5/9/2017,5/9/2017,13:03:39,11:10:00,1:53:39,PM101_DR_AD_5_Apr_2017_Hypercap,Cap,5,Tg,Female,Con,42.6,Ronda,5/9/2017,11:10:00,3,36.6,,37.2,38.3,70,29.49,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1135,5/15/2017,5/15/2017,13:04:00,10:45:00,2:19:00,PM101_DR_AD_5_Apr_2017_Hypox,Ox,5,Tg,Female,Con,43.74,Ronda,5/15/2017,10:45:00,2,37.7,,36.4,38.1,69.5,29.43,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1040,7/5/2017,7/5/2017,10:21:27,8:20:00,2:01:27,PM101_DR_AD_6_JunJul_2017_Hypercap,Cap,6,Tg,Female,Con,45.65,fred,7/5/2017,8:20:00,1,37.4,,37.5,37.5,67,29.7,95,5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1108,7/9/2017,7/9/2017,17:37:15,15:30:00,2:07:15,PM101_DR_AD_6_JunJul_2017_Hypox,Ox,6,Tg,Female,Con,45.45,Fred,7/9/2017,15:30:00,2,37.5,,37.4,37.9,69,29.64,95,4.4,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply1002,9/27/2017,9/27/2017,13:50:31,11:23:00,2:27:31,PM101_DR_AD_7_Sep_2017_Hypercap,Cap,7,Tg,Female,Con,45.79,Fred,9/27/2017,11:23:00,2,37.3,,36.8,37.7,68,29.58,95,4.5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply939,9/29/2017,9/29/2017,14:40:24,12:32:00,2:08:24,PM101_DR_AD_7_Sep_2017_Hypox,Ox,7,Tg,Female,Con,45.53,Fred,9/29/2017,12:32:00,3,37,,36.9,38.2,69,29.07,95,4.7,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply104,12/15/2017,12/15/2017,9:19:27,7:48:00,1:31:27,PM101_DR_AD_8_Dec_2017_Hypercap,Cap,8,Tg,Female,Con,39.17,Fred,12/15/2017,7:48:00,3,37.8,,37.6,38.3,73.5,29.91,95,4.5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17875,Ply168,12/13/2017,12/13/2017,15:18:36,13:25:00,1:53:36,PM101_DR_AD_8_Dec_2017_Hypox,Ox,8,Tg,Female,Con,38.78,Fred,12/13/2017,1:25:00,2,37.5,,36.9,37.9,72,29.79,95,4.5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,1/27/2016,67
M17877,Ply1571,7/22/2016,7/22/2016,16:20:46,13:26:00,2:54:46,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Exp,Male,Exp,44.03,,7/22/2016,1:26:00,,36.9,,36.2,37.7,71,29.64,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/1/2016,69
M17877,Ply1489,7/27/2016,7/27/2016,14:43:59,12:51:00,1:52:59,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,Exp,Male,Exp,44.23,,7/27/2016,12:51:00,2,36.2,,35.9,38.6,69.5,29.55,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/1/2016,69
M17877,Ply1430,9/22/2016,9/22/2016,16:00:42,13:40:00,2:20:42,PM101_DR_AD_6months_OutOfDox_Hypercap,Cap,2,Exp,Male,Exp,48.07,,9/22/2016,1:40:00,,37.3,,36.4,37.9,70.5,29.49,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/1/2016,69
M17877,Ply1384,9/26/2016,9/26/2016,15:33:54,13:58:00,1:35:54,PM101_DR_AD_6months_OutOfDox_Hypox,Ox,2,Exp,Male,Exp,45.97,,9/26/2016,1:56:00,,35.9,,36.3,36.8,71,29.55,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/1/2016,69
M17877,Ply1301,12/12/2016,12/12/2016,16:47:10,15:29:00,1:18:10,PM101_DR_AD_3-9months_OutOfDox_Hypercap,Cap,3,Exp,Male,Exp,49.75,,12/12/2016,3:29:00,2,36.8,,36.9,37.5,70.5,29.55,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/1/2016,69
